edge_id,SRC,TGT,Unix,datetime
e0012356,1450,1450,1259709692,2009-12-01 23:21:32
e0012357,1977,1977,1259709741,2009-12-01 23:22:21
e0012358,1464,454,1259709805,2009-12-01 23:23:25
e0012359,717,1977,1259710082,2009-12-01 23:28:02
e0012360,1450,1106,1259710162,2009-12-01 23:29:22
e0012361,4,1977,1259710240,2009-12-01 23:30:40
e0012362,717,1977,1259710287,2009-12-01 23:31:27
e0012363,532,36108,1259711191,2009-12-01 23:46:31
e0012364,4,1977,1259711328,2009-12-01 23:48:48
e0012365,622,1977,1259711386,2009-12-01 23:49:46
e0012366,802,454,1259711485,2009-12-01 23:51:25
e0012367,622,577,1259711578,2009-12-01 23:52:58
e0012368,717,4,1259711803,2009-12-01 23:56:43
e0012369,1977,622,1259711966,2009-12-01 23:59:26
e0012370,717,622,1259712134,2009-12-02 00:02:14
e0012371,622,622,1259712307,2009-12-02 00:05:07
e0012372,66,577,1259712695,2009-12-02 00:11:35
e0012373,290,25,1259712812,2009-12-02 00:13:32
e0012374,577,622,1259712901,2009-12-02 00:15:01
e0012375,290,45,1259712983,2009-12-02 00:16:23
e0012376,271,271,1259713019,2009-12-02 00:16:59
e0012377,709,622,1259713143,2009-12-02 00:19:03
e0012378,290,2220,1259713238,2009-12-02 00:20:38
e0012379,2508,290,1259713338,2009-12-02 00:22:18
e0012380,577,66,1259713452,2009-12-02 00:24:12
e0012381,1672,1048,1259713791,2009-12-02 00:29:51
e0012382,1450,45,1259713794,2009-12-02 00:29:54
e0012383,1672,1450,1259713880,2009-12-02 00:31:20
e0012384,1227,2220,1259714133,2009-12-02 00:35:33
e0012385,1672,1532,1259714285,2009-12-02 00:38:05
e0012386,2106,2106,1259714335,2009-12-02 00:38:55
e0012387,1450,1672,1259714374,2009-12-02 00:39:34
e0012388,2508,2508,1259714413,2009-12-02 00:40:13
e0012389,622,622,1259714636,2009-12-02 00:43:56
e0012390,4,4,1259714873,2009-12-02 00:47:53
e0012391,136,1121,1259715291,2009-12-02 00:54:51
e0012392,717,4,1259715337,2009-12-02 00:55:37
e0012393,1946,158,1259715386,2009-12-02 00:56:26
e0012394,297,158,1259715694,2009-12-02 01:01:34
e0012395,360,350,1259715831,2009-12-02 01:03:51
e0012396,143,622,1259715857,2009-12-02 01:04:17
e0012397,1532,1532,1259715901,2009-12-02 01:05:01
e0012398,1946,1098,1259715950,2009-12-02 01:05:50
e0012399,613,622,1259715953,2009-12-02 01:05:53
e0012400,290,1450,1259717082,2009-12-02 01:24:42
e0012401,66,622,1259717101,2009-12-02 01:25:01
e0012402,1459,806,1259717149,2009-12-02 01:25:49
e0012403,66,66,1259717151,2009-12-02 01:25:51
e0012404,1884,1977,1259717282,2009-12-02 01:28:02
e0012405,1335,454,1259717344,2009-12-02 01:29:04
e0012406,1631,1631,1259717377,2009-12-02 01:29:37
e0012407,1672,1450,1259717552,2009-12-02 01:32:32
e0012408,1547,1106,1259718084,2009-12-02 01:41:24
e0012409,102,1564,1259718132,2009-12-02 01:42:12
e0012410,102,2205,1259718237,2009-12-02 01:43:57
e0012411,290,1171,1259718294,2009-12-02 01:44:54
e0012412,78,290,1259718315,2009-12-02 01:45:15
e0012413,2106,348,1259718370,2009-12-02 01:46:10
e0012414,622,4,1259718378,2009-12-02 01:46:18
e0012415,622,622,1259718486,2009-12-02 01:48:06
e0012416,290,78,1259718541,2009-12-02 01:49:01
e0012417,290,2508,1259718617,2009-12-02 01:50:17
e0012418,66,1564,1259718627,2009-12-02 01:50:27
e0012419,2215,2215,1259718973,2009-12-02 01:56:13
e0012420,1168,2220,1259719280,2009-12-02 02:01:20
e0012421,1465,1465,1259719293,2009-12-02 02:01:33
e0012422,1450,1450,1259719349,2009-12-02 02:02:29
e0012423,2106,66,1259719418,2009-12-02 02:03:38
e0012424,1450,1450,1259719637,2009-12-02 02:07:17
e0012425,109,1672,1259719832,2009-12-02 02:10:32
e0012426,1547,1106,1259720324,2009-12-02 02:18:44
e0012427,273,2205,1259720625,2009-12-02 02:23:45
e0012428,1106,1106,1259720746,2009-12-02 02:25:46
e0012429,143,1450,1259720773,2009-12-02 02:26:13
e0012430,1450,2229,1259720798,2009-12-02 02:26:38
e0012431,1106,1106,1259720906,2009-12-02 02:28:26
e0012432,290,1982,1259720953,2009-12-02 02:29:13
e0012433,458,447,1259721129,2009-12-02 02:32:09
e0012434,1450,1450,1259721228,2009-12-02 02:33:48
e0012435,1672,1450,1259721344,2009-12-02 02:35:44
e0012436,2083,2215,1259721816,2009-12-02 02:43:36
e0012437,93,1450,1259721938,2009-12-02 02:45:38
e0012438,1672,1672,1259722251,2009-12-02 02:50:51
e0012439,788,348,1259722378,2009-12-02 02:52:58
e0012440,93,45,1259722414,2009-12-02 02:53:34
e0012441,1450,290,1259722450,2009-12-02 02:54:10
e0012442,93,290,1259722593,2009-12-02 02:56:33
e0012443,290,1982,1259722624,2009-12-02 02:57:04
e0012444,290,1982,1259722702,2009-12-02 02:58:22
e0012445,348,788,1259723179,2009-12-02 03:06:19
e0012446,348,2106,1259723224,2009-12-02 03:07:04
e0012447,93,66,1259723327,2009-12-02 03:08:47
e0012448,458,45,1259723335,2009-12-02 03:08:55
e0012449,1098,1982,1259723510,2009-12-02 03:11:50
e0012450,1384,66,1259723741,2009-12-02 03:15:41
e0012451,1107,1355,1259723785,2009-12-02 03:16:25
e0012452,1862,2160,1259723832,2009-12-02 03:17:12
e0012453,1107,361,1259723923,2009-12-02 03:18:43
e0012454,143,1450,1259723956,2009-12-02 03:19:16
e0012455,1384,2226,1259723997,2009-12-02 03:19:57
e0012456,1450,1450,1259724391,2009-12-02 03:26:31
e0012457,290,1149,1259724458,2009-12-02 03:27:38
e0012458,1708,2034,1259724514,2009-12-02 03:28:34
e0012459,2229,2229,1259724603,2009-12-02 03:30:03
e0012460,1525,2205,1259724827,2009-12-02 03:33:47
e0012461,2218,75,1259724837,2009-12-02 03:33:57
e0012462,2162,45,1259725012,2009-12-02 03:36:52
e0012463,350,350,1259725629,2009-12-02 03:47:09
e0012464,2039,1464,1259725683,2009-12-02 03:48:03
e0012465,2226,1384,1259726086,2009-12-02 03:54:46
e0012466,1982,1098,1259726132,2009-12-02 03:55:32
e0012467,1384,1384,1259726169,2009-12-02 03:56:09
e0012468,290,1657,1259726221,2009-12-02 03:57:01
e0012469,2164,290,1259726611,2009-12-02 04:03:31
e0012470,45,447,1259726670,2009-12-02 04:04:30
e0012471,2226,1384,1259726710,2009-12-02 04:05:10
e0012472,2162,2040,1259726984,2009-12-02 04:09:44
e0012473,943,1231,1259727343,2009-12-02 04:15:43
e0012474,65,1547,1259728370,2009-12-02 04:32:50
e0012475,2232,2226,1259728483,2009-12-02 04:34:43
e0012476,2215,460,1259728521,2009-12-02 04:35:21
e0012477,1982,2229,1259728600,2009-12-02 04:36:40
e0012478,1384,1384,1259728877,2009-12-02 04:41:17
e0012479,1384,2229,1259729244,2009-12-02 04:47:24
e0012480,1409,2040,1259729321,2009-12-02 04:48:41
e0012481,1384,2232,1259729414,2009-12-02 04:50:14
e0012482,916,1464,1259729440,2009-12-02 04:50:40
e0012483,763,2162,1259729797,2009-12-02 04:56:37
e0012484,707,25,1259730233,2009-12-02 05:03:53
e0012485,65,2229,1259730375,2009-12-02 05:06:15
e0012486,1098,1098,1259730892,2009-12-02 05:14:52
e0012487,2220,1168,1259731099,2009-12-02 05:18:19
e0012488,2220,1168,1259731184,2009-12-02 05:19:44
e0012489,1384,2229,1259731284,2009-12-02 05:21:24
e0012490,1384,2229,1259731331,2009-12-02 05:22:11
e0012491,1384,1384,1259731869,2009-12-02 05:31:09
e0012492,45,290,1259732244,2009-12-02 05:37:24
e0012493,1384,2232,1259732723,2009-12-02 05:45:23
e0012494,1409,2040,1259733001,2009-12-02 05:50:01
e0012495,577,66,1259733010,2009-12-02 05:50:10
e0012496,577,66,1259733142,2009-12-02 05:52:22
e0012497,2040,2162,1259733294,2009-12-02 05:54:54
e0012498,577,622,1259733355,2009-12-02 05:55:55
e0012499,66,66,1259733490,2009-12-02 05:58:10
e0012500,1698,1698,1259733705,2009-12-02 06:01:45
e0012501,66,622,1259733709,2009-12-02 06:01:49
e0012502,2,2,1259733941,2009-12-02 06:05:41
e0012503,2040,1409,1259734000,2009-12-02 06:06:40
e0012504,1353,1450,1259734066,2009-12-02 06:07:46
e0012505,1384,2235,1259734365,2009-12-02 06:12:45
e0012506,1384,2235,1259734823,2009-12-02 06:20:23
e0012507,2508,290,1259735020,2009-12-02 06:23:40
e0012508,1450,1450,1259735080,2009-12-02 06:24:40
e0012509,1465,2051,1259735376,2009-12-02 06:29:36
e0012510,25,2229,1259735537,2009-12-02 06:32:17
e0012511,25,2229,1259735588,2009-12-02 06:33:08
e0012512,25,25,1259736035,2009-12-02 06:40:35
e0012513,460,2040,1259736512,2009-12-02 06:48:32
e0012514,802,25,1259736999,2009-12-02 06:56:39
e0012515,158,550,1259737635,2009-12-02 07:07:15
e0012516,1657,2,1259737948,2009-12-02 07:12:28
e0012517,2040,460,1259738089,2009-12-02 07:14:49
e0012518,622,2349,1259738095,2009-12-02 07:14:55
e0012519,778,1198,1259738810,2009-12-02 07:26:50
e0012520,622,2164,1259739012,2009-12-02 07:30:12
e0012521,460,460,1259739087,2009-12-02 07:31:27
e0012522,1463,1947,1259739312,2009-12-02 07:35:12
e0012523,451,2235,1259739372,2009-12-02 07:36:12
e0012524,1698,2218,1259739468,2009-12-02 07:37:48
e0012525,440,25,1259739500,2009-12-02 07:38:20
e0012526,717,1947,1259740314,2009-12-02 07:51:54
e0012527,717,717,1259740369,2009-12-02 07:52:49
e0012528,1631,1631,1259740849,2009-12-02 08:00:49
e0012529,2218,451,1259741152,2009-12-02 08:05:52
e0012530,802,25,1259741167,2009-12-02 08:06:07
e0012531,1095,351,1259741650,2009-12-02 08:14:10
e0012532,532,1947,1259741697,2009-12-02 08:14:57
e0012533,25,1947,1259742044,2009-12-02 08:20:44
e0012534,454,454,1259742118,2009-12-02 08:21:58
e0012535,66,66,1259742346,2009-12-02 08:25:46
e0012536,32,1353,1259742480,2009-12-02 08:28:00
e0012537,1450,83,1259743214,2009-12-02 08:40:14
e0012538,2238,2110,1259743273,2009-12-02 08:41:13
e0012539,460,460,1259743942,2009-12-02 08:52:22
e0012540,382,25,1259744009,2009-12-02 08:53:29
e0012541,3,1947,1259744039,2009-12-02 08:53:59
e0012542,382,290,1259745177,2009-12-02 09:12:57
e0012543,83,1450,1259745528,2009-12-02 09:18:48
e0012544,382,1737,1259746280,2009-12-02 09:31:20
e0012545,2240,1464,1259746388,2009-12-02 09:33:08
e0012546,2349,622,1259746467,2009-12-02 09:34:27
e0012547,382,2240,1259746615,2009-12-02 09:36:55
e0012548,1737,1737,1259746791,2009-12-02 09:39:51
e0012549,3,1982,1259747047,2009-12-02 09:44:07
e0012550,382,1737,1259747094,2009-12-02 09:44:54
e0012551,25,25,1259747822,2009-12-02 09:57:02
e0012552,382,1657,1259748103,2009-12-02 10:01:43
e0012553,2164,25,1259748324,2009-12-02 10:05:24
e0012554,382,2043,1259749594,2009-12-02 10:26:34
e0012555,2051,2043,1259749769,2009-12-02 10:29:29
e0012556,66,2623,1259750384,2009-12-02 10:39:44
e0012557,382,2043,1259750758,2009-12-02 10:45:58
e0012558,935,2043,1259750792,2009-12-02 10:46:32
e0012559,422,290,1259750938,2009-12-02 10:48:58
e0012560,1855,2160,1259750948,2009-12-02 10:49:08
e0012561,935,2043,1259750960,2009-12-02 10:49:20
e0012562,290,290,1259751692,2009-12-02 11:01:32
e0012563,121,586,1259751745,2009-12-02 11:02:25
e0012564,1450,2043,1259752397,2009-12-02 11:13:17
e0012565,972,1737,1259752848,2009-12-02 11:20:48
e0012566,2623,66,1259752918,2009-12-02 11:21:58
e0012567,1982,1982,1259753007,2009-12-02 11:23:27
e0012568,32,32,1259753167,2009-12-02 11:26:07
e0012569,1353,1450,1259753422,2009-12-02 11:30:22
e0012570,848,362,1259753563,2009-12-02 11:32:43
e0012571,25,25,1259753681,2009-12-02 11:34:41
e0012572,66,66,1259754301,2009-12-02 11:45:01
e0012573,250,458,1259754539,2009-12-02 11:48:59
e0012574,1982,1171,1259754581,2009-12-02 11:49:41
e0012575,1353,271,1259754940,2009-12-02 11:55:40
e0012576,3077,2623,1259755022,2009-12-02 11:57:02
e0012577,382,102,1259755041,2009-12-02 11:57:21
e0012578,66,66,1259755311,2009-12-02 12:01:51
e0012579,1409,362,1259755515,2009-12-02 12:05:15
e0012580,1450,1450,1259755995,2009-12-02 12:13:15
e0012581,1409,362,1259756321,2009-12-02 12:18:41
e0012582,1878,2623,1259757687,2009-12-02 12:41:27
e0012583,1059,351,1259758170,2009-12-02 12:49:30
e0012584,440,972,1259758318,2009-12-02 12:51:58
e0012585,1982,362,1259760708,2009-12-02 13:31:48
e0012586,2229,25,1259761420,2009-12-02 13:43:40
e0012587,763,45,1259761442,2009-12-02 13:44:02
e0012588,2229,1450,1259761793,2009-12-02 13:49:53
e0012589,422,290,1259762459,2009-12-02 14:00:59
e0012590,1916,290,1259762515,2009-12-02 14:01:55
e0012591,360,350,1259763132,2009-12-02 14:12:12
e0012592,1353,1450,1259763161,2009-12-02 14:12:41
e0012593,935,2043,1259764319,2009-12-02 14:31:59
e0012594,2083,709,1259764343,2009-12-02 14:32:23
e0012595,350,350,1259764577,2009-12-02 14:36:17
e0012596,2223,290,1259764723,2009-12-02 14:38:43
e0012597,916,1878,1259764960,2009-12-02 14:42:40
e0012598,382,2043,1259766044,2009-12-02 15:00:44
e0012599,2215,2083,1259766652,2009-12-02 15:10:52
e0012600,2215,460,1259766741,2009-12-02 15:12:21
e0012601,382,935,1259766774,2009-12-02 15:12:54
e0012602,2083,2008,1259767067,2009-12-02 15:17:47
e0012603,1384,360,1259767851,2009-12-02 15:30:51
e0012604,382,382,1259768112,2009-12-02 15:35:12
e0012605,271,271,1259768466,2009-12-02 15:41:06
e0012606,2083,2083,1259768754,2009-12-02 15:45:54
e0012607,45,45,1259771322,2009-12-02 16:28:42
e0012608,45,45,1259771493,2009-12-02 16:31:33
e0012609,45,532,1259771670,2009-12-02 16:34:30
e0012610,45,2164,1259771824,2009-12-02 16:37:04
e0012611,45,1916,1259771918,2009-12-02 16:38:38
e0012612,458,458,1259772248,2009-12-02 16:44:08
e0012613,1886,2226,1259772717,2009-12-02 16:51:57
e0012614,1409,935,1259773477,2009-12-02 17:04:37
e0012615,382,935,1259773619,2009-12-02 17:06:59
e0012616,11,2083,1259774577,2009-12-02 17:22:57
e0012617,2623,66,1259775312,2009-12-02 17:35:12
e0012618,1119,1450,1259775817,2009-12-02 17:43:37
e0012619,1119,532,1259776723,2009-12-02 17:58:43
e0012620,447,458,1259778163,2009-12-02 18:22:43
e0012621,394,1450,1259779671,2009-12-02 18:47:51
e0012622,2217,175,1259783596,2009-12-02 19:53:16
e0012623,938,290,1259784304,2009-12-02 20:05:04
e0012624,1532,290,1259784912,2009-12-02 20:15:12
e0012625,943,943,1259785046,2009-12-02 20:17:26
e0012626,1234,1532,1259785173,2009-12-02 20:19:33
e0012627,2043,2043,1259785589,2009-12-02 20:26:29
e0012628,806,2043,1259786117,2009-12-02 20:35:17
e0012629,2043,806,1259786713,2009-12-02 20:45:13
e0012630,394,382,1259787149,2009-12-02 20:52:29
e0012631,394,102,1259787311,2009-12-02 20:55:11
e0012632,382,806,1259787387,2009-12-02 20:56:27
e0012633,622,622,1259787565,2009-12-02 20:59:25
e0012634,1939,362,1259789177,2009-12-02 21:26:17
e0012635,806,806,1259791115,2009-12-02 21:58:35
e0012636,360,350,1259792040,2009-12-02 22:14:00
e0012637,1878,1878,1259792850,2009-12-02 22:27:30
e0012638,1044,586,1259793414,2009-12-02 22:36:54
e0012639,1698,788,1259794582,2009-12-02 22:56:22
e0012640,2040,460,1259795169,2009-12-02 23:06:09
e0012641,2349,622,1259795208,2009-12-02 23:06:48
e0012642,2040,1409,1259795239,2009-12-02 23:07:19
e0012643,932,2043,1259795797,2009-12-02 23:16:37
e0012644,1149,788,1259796270,2009-12-02 23:24:30
e0012645,382,932,1259796705,2009-12-02 23:31:45
e0012646,586,586,1259796828,2009-12-02 23:33:48
e0012647,2043,932,1259796892,2009-12-02 23:34:52
e0012648,1698,1149,1259797255,2009-12-02 23:40:55
e0012649,806,932,1259797603,2009-12-02 23:46:43
e0012650,916,1878,1259797712,2009-12-02 23:48:32
e0012651,1149,1149,1259797810,2009-12-02 23:50:10
e0012652,586,422,1259798042,2009-12-02 23:54:02
e0012653,1626,1048,1259798807,2009-12-03 00:06:47
e0012654,1784,2040,1259798934,2009-12-03 00:08:54
e0012655,806,385,1259799079,2009-12-03 00:11:19
e0012656,622,385,1259799133,2009-12-03 00:12:13
e0012657,1465,1521,1259799901,2009-12-03 00:25:01
e0012658,2043,385,1259799951,2009-12-03 00:25:51
e0012659,2043,385,1259800577,2009-12-03 00:36:17
e0012660,1048,1672,1259800950,2009-12-03 00:42:30
e0012661,1048,1626,1259801107,2009-12-03 00:45:07
e0012662,2083,2040,1259801205,2009-12-03 00:46:45
e0012663,32,1521,1259801524,2009-12-03 00:52:04
e0012664,2083,2083,1259801571,2009-12-03 00:52:51
e0012665,586,622,1259801627,2009-12-03 00:53:47
e0012666,2106,184,1259801813,2009-12-03 00:56:53
e0012667,290,1521,1259802420,2009-12-03 01:07:00
e0012668,290,1521,1259802788,2009-12-03 01:13:08
e0012669,1521,1521,1259802987,2009-12-03 01:16:27
e0012670,350,360,1259803027,2009-12-03 01:17:07
e0012671,350,360,1259803094,2009-12-03 01:18:14
e0012672,342,1521,1259803466,2009-12-03 01:24:26
e0012673,342,1521,1259803498,2009-12-03 01:24:58
e0012674,290,1521,1259803722,2009-12-03 01:28:42
e0012675,25,25,1259803782,2009-12-03 01:29:42
e0012676,362,290,1259803784,2009-12-03 01:29:44
e0012677,290,2258,1259803962,2009-12-03 01:32:42
e0012678,1916,1521,1259804014,2009-12-03 01:33:34
e0012679,290,1916,1259804078,2009-12-03 01:34:38
e0012680,763,1916,1259804203,2009-12-03 01:36:43
e0012681,943,943,1259804365,2009-12-03 01:39:25
e0012682,290,45,1259804534,2009-12-03 01:42:14
e0012683,972,972,1259804982,2009-12-03 01:49:42
e0012684,1048,78,1259805079,2009-12-03 01:51:19
e0012685,2258,362,1259805435,2009-12-03 01:57:15
e0012686,2191,1547,1259805550,2009-12-03 01:59:10
e0012687,622,622,1259806038,2009-12-03 02:07:18
e0012688,2089,93,1259806371,2009-12-03 02:12:51
e0012689,11,788,1259807208,2009-12-03 02:26:48
e0012690,360,360,1259807402,2009-12-03 02:30:02
e0012691,1149,385,1259807556,2009-12-03 02:32:36
e0012692,350,360,1259808344,2009-12-03 02:45:44
e0012693,1631,342,1259809977,2009-12-03 03:12:57
e0012694,65,2349,1259810277,2009-12-03 03:17:57
e0012695,622,65,1259811249,2009-12-03 03:34:09
e0012696,622,65,1259811291,2009-12-03 03:34:51
e0012697,1233,2164,1259811457,2009-12-03 03:37:37
e0012698,65,65,1259811558,2009-12-03 03:39:18
e0012699,65,78,1259812385,2009-12-03 03:53:05
e0012700,1384,1886,1259812390,2009-12-03 03:53:10
e0012701,1048,65,1259812505,2009-12-03 03:55:05
e0012702,675,1648,1259812868,2009-12-03 04:01:08
e0012703,49,65,1259812914,2009-12-03 04:01:54
e0012704,406,2258,1259813140,2009-12-03 04:05:40
e0012705,65,1648,1259813302,2009-12-03 04:08:22
e0012706,65,65,1259813528,2009-12-03 04:12:08
e0012707,2349,65,1259813950,2009-12-03 04:19:10
e0012708,65,1048,1259814155,2009-12-03 04:22:35
e0012709,2215,2083,1259814453,2009-12-03 04:27:33
e0012710,382,385,1259814454,2009-12-03 04:27:34
e0012711,2123,2160,1259814651,2009-12-03 04:30:51
e0012712,66,1547,1259815266,2009-12-03 04:41:06
e0012713,66,1547,1259815348,2009-12-03 04:42:28
e0012714,22,577,1259815430,2009-12-03 04:43:50
e0012715,1450,943,1259816135,2009-12-03 04:55:35
e0012716,2106,1648,1259816341,2009-12-03 04:59:01
e0012717,382,932,1259816394,2009-12-03 04:59:54
e0012718,613,577,1259816474,2009-12-03 05:01:14
e0012719,2260,1648,1259816501,2009-12-03 05:01:41
e0012720,1450,2258,1259817131,2009-12-03 05:12:11
e0012721,1384,66,1259819695,2009-12-03 05:54:55
e0012722,66,1149,1259820274,2009-12-03 06:04:34
e0012723,78,1048,1259821320,2009-12-03 06:22:00
e0012724,1004,1521,1259821927,2009-12-03 06:32:07
e0012725,683,385,1259822794,2009-12-03 06:46:34
e0012726,1149,1149,1259823241,2009-12-03 06:54:01
e0012727,1149,1149,1259823746,2009-12-03 07:02:26
e0012728,65,1547,1259823824,2009-12-03 07:03:44
e0012729,1149,382,1259824277,2009-12-03 07:11:17
e0012730,2265,451,1259824558,2009-12-03 07:15:58
e0012731,1672,1384,1259825002,2009-12-03 07:23:22
e0012732,65,66,1259825500,2009-12-03 07:31:40
e0012733,437,1944,1259826683,2009-12-03 07:51:23
e0012734,3304,385,1259826857,2009-12-03 07:54:17
e0012735,1123,1521,1259827424,2009-12-03 08:03:44
e0012736,1450,2164,1259828557,2009-12-03 08:22:37
e0012737,2349,943,1259829048,2009-12-03 08:30:48
e0012738,425,1648,1259829305,2009-12-03 08:35:05
e0012739,788,788,1259829326,2009-12-03 08:35:26
e0012740,143,2266,1259829379,2009-12-03 08:36:19
e0012741,622,2266,1259829529,2009-12-03 08:38:49
e0012742,586,622,1259829631,2009-12-03 08:40:31
e0012743,297,2266,1259829713,2009-12-03 08:41:53
e0012744,2266,2266,1259830308,2009-12-03 08:51:48
e0012745,2266,2266,1259830366,2009-12-03 08:52:46
e0012746,1450,1916,1259830388,2009-12-03 08:53:08
e0012747,806,143,1259830853,2009-12-03 09:00:53
e0012748,1450,2266,1259831068,2009-12-03 09:04:28
e0012749,297,2266,1259831126,2009-12-03 09:05:26
e0012750,1916,1450,1259831304,2009-12-03 09:08:24
e0012751,25,2266,1259831362,2009-12-03 09:09:22
e0012752,143,143,1259831449,2009-12-03 09:10:49
e0012753,763,2266,1259831907,2009-12-03 09:18:27
e0012754,2266,2266,1259832109,2009-12-03 09:21:49
e0012755,25,2266,1259832282,2009-12-03 09:24:42
e0012756,2266,2266,1259832936,2009-12-03 09:35:36
e0012757,25,2266,1259833161,2009-12-03 09:39:21
e0012758,1353,788,1259833268,2009-12-03 09:41:08
e0012759,297,2623,1259833333,2009-12-03 09:42:13
e0012760,1916,1450,1259833608,2009-12-03 09:46:48
e0012761,1465,2349,1259833993,2009-12-03 09:53:13
e0012762,935,143,1259834010,2009-12-03 09:53:30
e0012763,1353,2266,1259834655,2009-12-03 10:04:15
e0012764,2269,1521,1259834713,2009-12-03 10:05:13
e0012765,1266,622,1259834726,2009-12-03 10:05:26
e0012766,1,2266,1259835099,2009-12-03 10:11:39
e0012767,1353,2266,1259835974,2009-12-03 10:26:14
e0012768,1463,1465,1259836067,2009-12-03 10:27:47
e0012769,350,360,1259836690,2009-12-03 10:38:10
e0012770,2349,1465,1259836801,2009-12-03 10:40:01
e0012771,1946,1224,1259837408,2009-12-03 10:50:08
e0012772,1409,2269,1259838173,2009-12-03 11:02:53
e0012773,1450,1465,1259838716,2009-12-03 11:11:56
e0012774,763,2258,1259839108,2009-12-03 11:18:28
e0012775,1465,1465,1259839676,2009-12-03 11:27:56
e0012776,297,2623,1259839898,2009-12-03 11:31:38
e0012777,1335,2349,1259840433,2009-12-03 11:40:33
e0012778,422,613,1259840898,2009-12-03 11:48:18
e0012779,93,93,1259841404,2009-12-03 11:56:44
e0012780,93,93,1259841507,2009-12-03 11:58:27
e0012781,1465,1465,1259841625,2009-12-03 12:00:25
e0012782,1703,2269,1259843643,2009-12-03 12:34:03
e0012783,1547,2191,1259844210,2009-12-03 12:43:30
e0012784,2164,1450,1259844389,2009-12-03 12:46:29
e0012785,1450,1450,1259844840,2009-12-03 12:54:00
e0012786,1059,1648,1259846268,2009-12-03 13:17:48
e0012787,297,271,1259846415,2009-12-03 13:20:15
e0012788,2164,1450,1259846486,2009-12-03 13:21:26
e0012789,709,2083,1259847204,2009-12-03 13:33:24
e0012790,297,271,1259847932,2009-12-03 13:45:32
e0012791,1547,65,1259848277,2009-12-03 13:51:17
e0012792,1198,290,1259849603,2009-12-03 14:13:23
e0012793,1547,1048,1259849941,2009-12-03 14:19:01
e0012794,1198,290,1259850148,2009-12-03 14:22:28
e0012795,66,1547,1259851011,2009-12-03 14:36:51
e0012796,297,1547,1259851157,2009-12-03 14:39:17
e0012797,1547,66,1259852064,2009-12-03 14:54:24
e0012798,1,351,1259853142,2009-12-03 15:12:22
e0012799,2008,2083,1259854517,2009-12-03 15:35:17
e0012800,318,2349,1259857834,2009-12-03 16:30:34
e0012801,763,2274,1259858769,2009-12-03 16:46:09
e0012802,763,807,1259858816,2009-12-03 16:46:56
e0012803,1384,1672,1259859567,2009-12-03 16:59:27
e0012804,1384,1672,1259859791,2009-12-03 17:03:11
e0012805,1384,1672,1259859883,2009-12-03 17:04:43
e0012806,1384,1450,1259860222,2009-12-03 17:10:22
e0012807,2215,2083,1259861918,2009-12-03 17:38:38
e0012808,25,1532,1259863214,2009-12-03 18:00:14
e0012809,1532,25,1259863524,2009-12-03 18:05:24
e0012810,2106,2267,1259863603,2009-12-03 18:06:43
e0012811,806,143,1259865535,2009-12-03 18:38:55
e0012812,1106,2266,1259867877,2009-12-03 19:17:57
e0012813,1888,807,1259872030,2009-12-03 20:27:10
e0012814,3304,2043,1259872672,2009-12-03 20:37:52
e0012815,733,348,1259873687,2009-12-03 20:54:47
e0012816,460,2215,1259874269,2009-12-03 21:04:29
e0012817,2349,318,1259874469,2009-12-03 21:07:49
e0012818,2349,1335,1259874527,2009-12-03 21:08:47
e0012819,2106,733,1259874548,2009-12-03 21:09:08
e0012820,454,143,1259874972,2009-12-03 21:16:12
e0012821,2215,2215,1259875232,2009-12-03 21:20:32
e0012822,460,2215,1259875559,2009-12-03 21:25:59
e0012823,460,2215,1259875942,2009-12-03 21:32:22
e0012824,802,733,1259876580,2009-12-03 21:43:00
e0012825,2215,2215,1259877205,2009-12-03 21:53:25
e0012826,65,1930,1259877496,2009-12-03 21:58:16
e0012827,460,2215,1259878011,2009-12-03 22:06:51
e0012828,360,360,1259878149,2009-12-03 22:09:09
e0012829,1353,733,1259878837,2009-12-03 22:20:37
e0012830,1353,184,1259879012,2009-12-03 22:23:32
e0012831,1021,733,1259879268,2009-12-03 22:27:48
e0012832,441,2043,1259879337,2009-12-03 22:28:57
e0012833,2043,441,1259879602,2009-12-03 22:33:22
e0012834,1168,2274,1259879696,2009-12-03 22:34:56
e0012835,468,807,1259879817,2009-12-03 22:36:57
e0012836,1149,1930,1259880156,2009-12-03 22:42:36
e0012837,1409,468,1259880573,2009-12-03 22:49:33
e0012838,1353,807,1259880775,2009-12-03 22:52:55
e0012839,460,2215,1259880913,2009-12-03 22:55:13
e0012840,1982,468,1259881178,2009-12-03 22:59:38
e0012841,2083,2215,1259881608,2009-12-03 23:06:48
e0012842,613,613,1259881611,2009-12-03 23:06:51
e0012843,290,2269,1259881664,2009-12-03 23:07:44
e0012844,468,468,1259881878,2009-12-03 23:11:18
e0012845,1037,1521,1259882359,2009-12-03 23:19:19
e0012846,290,1851,1259882389,2009-12-03 23:19:49
e0012847,1982,468,1259882561,2009-12-03 23:22:41
e0012848,802,802,1259882698,2009-12-03 23:24:58
e0012849,360,1384,1259883028,2009-12-03 23:30:28
e0012850,622,1930,1259883155,2009-12-03 23:32:35
e0012851,394,1450,1259883302,2009-12-03 23:35:02
e0012852,1465,25,1259883356,2009-12-03 23:35:56
e0012853,1409,360,1259883391,2009-12-03 23:36:31
